product_id,district_id1,district_id2,district_id3,district_id4,lat,lon,railway,airport,citycenter,railway2,airport2,citycenter2,eval,eval2,eval3,eval4,voters,startdate,upgradedate,cooperatedate,maxstock,ciiquantity
519,10201,21726,41200,159640,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4,4.0,3.3,1334.0,2011-11-01,2014-07-01,2014-12-15,206.0,72
522,10201,21726,99189,-1,11.6793685913,30.1359443665,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.5,710.0,2014-01-01,1753-01-01,2014-12-16,112.0,8
523,10201,20808,31312,154752,11.8154182434,42.6074249268,-1.0,-1.0,8.8,-1.0,-1.0,-1.0,3.0,4,2.0,3.2,1025.0,2007-06-01,-1,2014-12-16,140.0,56
524,10201,21420,31621,50544,25.2470691681,84.2238021851,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.0,3.2,1872.0,2012-05-01,-1,2014-12-16,119.0,37
525,10201,22746,87859,92768,6.76118774414,34.0168190002,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4,4.5,3.7,2071.0,2014-11-01,1753-01-01,2014-12-16,250.0,73
526,11615,1071102,105884,368680,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.5,3.7,391.0,1982-01-01,-1,2014-12-17,108.0,8
527,10201,22746,33990,116792,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,7,5.0,3.7,3735.0,2014-08-01,2014-11-01,2016-04-19,333.0,120
528,10201,22644,33784,121784,24.4544845581,83.2065490723,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.5,3.5,1217.0,2014-06-01,2014-10-01,2014-12-19,144.0,70
529,10201,20604,31106,479232,6.24895133972,24.2641159058,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,779.0,2012-03-01,-1,2014-12-19,152.0,112
530,10201,20706,31209,48256,11.743510437,35.1580764771,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.4,1661.0,2010-11-01,1753-01-01,2014-12-19,178.0,129
531,10201,22236,85902,-1,11.2946708679,46.8102752686,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,886.0,2014-09-01,-1,2014-12-19,241.0,46
532,10201,20604,31106,43576,6.24838409424,24.2907150269,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.2,293.0,2014-11-01,-1,2014-12-19,58.0,21
533,10201,22134,91567,-1,28.4920497894,106.128753662,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4,4.5,3.6,1385.0,2010-09-01,2016-03-01,2014-12-19,51.0,152
535,10201,22746,34196,80184,4.62399101257,22.6730895996,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.2,2650.0,2014-05-01,-1,2014-12-22,180.0,17
536,10201,22134,59534,475800,25.4856826782,93.8296020508,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.5,3.7,751.0,2014-12-01,1753-01-01,2015-05-11,115.0,0
537,10201,22746,34196,80184,4.6250213623,22.679284668,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.6,1752.0,1753-01-01,1753-01-01,2014-12-24,140.0,13
538,10201,22746,53869,86008,6.88372592926,34.1034576416,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,7,3.0,3.5,1453.0,2014-06-01,-1,2014-12-24,133.0,124
539,10201,22746,53869,86008,6.88314399719,34.1001228333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.4,533.0,2013-03-01,1753-01-01,2014-12-24,147.0,26
540,10201,22236,58504,1479712,20.6571762085,91.9699890137,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,7,3.0,3.4,3254.0,2013-09-01,2015-01-01,2014-12-25,130.0,148
541,10201,22746,34196,47320,4.63213844299,22.6510055542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.5,3.4,1838.0,1988-08-01,2014-02-01,2014-12-26,137.0,206
542,10201,20808,31312,154752,11.8155052185,42.6045379639,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.7,2016.0,2014-01-01,2014-06-01,2014-12-26,59.0,142
543,10201,22338,33475,121472,12.2178344727,59.0706710815,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,8,4.0,3.9,4355.0,2015-11-01,2016-05-01,2014-12-26,77.0,10
545,10201,20910,54693,1404624,4.65686531067,12.5146026611,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,7,4.0,3.5,1283.0,2011-12-01,2015-11-01,2015-01-04,129.0,120
546,10201,20808,31312,52000,11.8221435547,42.6243988037,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.5,736.0,1753-01-01,1753-01-01,2014-12-29,49.0,10
547,10201,22746,2294428,1434888,13.6139602661,68.8531448364,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,7,4.0,3.3,5462.0,2011-10-01,1753-01-01,2014-12-29,368.0,120
549,10201,22338,88580,-1,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,1152.0,2011-09-01,2015-07-01,2011-11-10,119.0,66
550,10201,22338,88580,-1,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.0,3.5,1150.0,2013-06-01,2014-06-01,2014-12-30,107.0,24
551,10201,22338,88580,-1,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,598.0,2013-07-01,1753-01-01,2014-12-30,79.0,15
552,10201,20604,31106,43576,6.25133285522,24.2933288574,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,1417.0,2008-01-01,2014-01-01,2014-12-30,121.0,143
553,10201,20604,31106,144040,6.25324821472,24.2965179443,-1.0,-1.0,3.3,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,911.0,2005-08-01,2009-01-01,2014-12-30,96.0,164
554,10201,20604,31106,43576,6.25020446777,24.2926376343,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,1451.0,2008-10-01,-1,2014-12-30,164.0,117
555,10201,20604,31106,479232,6.24714164734,24.2645782471,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,816.0,2014-06-01,1753-01-01,2014-12-30,139.0,34
556,10201,22032,144921,1327248,21.6968383789,83.9366714478,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,850.0,2012-03-01,2015-12-01,2014-12-30,206.0,110
557,10201,22032,144921,1327248,21.7091190338,83.9397529602,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,872.0,2013-12-01,1753-01-01,2014-12-30,136.0,125
559,24846,20400,430540,323960,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4,5.5,3.6,196.0,2008-08-01,1753-01-01,2015-05-12,176.0,17
560,21109,1049784,65714,1555320,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4,4.5,3.6,288.0,2003-01-01,2013-01-01,2012-12-13,828.0,215
561,17978,1148418,3710575,1563640,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4,5.5,3.8,1862.0,1983-06-01,2009-01-01,2012-11-26,596.0,187
563,24846,20400,430540,323960,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4,5.5,3.8,72.0,2014-01-01,1753-01-01,2014-12-31,180.0,4
565,24846,20400,430540,323960,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4,5.5,3.6,80.0,1972-10-01,2005-01-01,2015-03-14,225.0,5
566,10201,22644,33784,162240,24.5594955444,83.0606994629,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,6,3.0,3.4,882.0,2011-07-01,2014-11-01,2015-01-04,115.0,30
569,10201,20604,31106,43576,6.2505317688,24.2929824829,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.2,2694.0,2012-01-01,-1,2015-01-05,60.0,161
572,10201,22440,64684,1556984,24.2532501221,89.7936828613,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,950.0,2011-12-01,-1,2015-01-07,220.0,37
573,10201,22440,83945,1431560,15.3483438492,55.6491088867,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.6,954.0,2013-01-01,2015-01-01,2013-03-29,236.0,46
574,10201,21726,99189,-1,11.6801170349,30.1375511169,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.6,827.0,2012-09-01,2015-08-01,2012-10-11,134.0,19
575,10201,22032,81473,342056,2.7985502243,12.0677024841,-1.0,-1.0,4.8,-1.0,-1.0,-1.0,5.0,4,4.5,3.6,3873.0,2008-02-01,2012-01-01,2015-02-12,111.0,299
577,10201,22746,34196,47320,4.62908554077,22.651701355,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.0,1417.0,2005-01-01,2010-10-01,2015-01-09,132.0,59
581,10201,22338,33578,1380600,16.5459640503,70.7935592651,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,6,3.0,3.5,816.0,2014-07-01,1753-01-01,2014-07-02,168.0,39
584,10201,22746,33990,1306240,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.3,2040.0,2010-02-01,1753-01-01,2015-01-14,83.0,196
585,10201,22746,33990,145808,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.2,772.0,2012-07-01,-1,2015-01-15,60.0,92
586,10201,22746,33990,145808,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1307.0,2013-09-01,-1,2015-01-15,60.0,152
587,10201,22746,33990,145808,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.0,4601.0,2014-01-01,2014-06-01,2015-01-15,160.0,247
588,10201,22746,33990,1306240,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,7,3.0,3.6,583.0,2013-10-01,-1,2013-10-23,147.0,27
589,10201,22644,33784,1560000,24.4851516724,83.2785949707,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.4,4853.0,2013-09-01,1753-01-01,2013-09-23,196.0,341
590,10201,22134,49646,474968,6.58531112671,23.4741195679,-1.0,-1.0,2.3,-1.0,-1.0,-1.0,4.0,4,3.0,3.0,343.0,2007-05-01,2013-09-01,2015-01-16,130.0,19
592,10201,22644,33784,162240,24.5520828247,83.0735046387,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.6,787.0,2013-05-01,1753-01-01,2015-04-22,72.0,23
593,10201,22848,226497,-1,19.7813386917,97.7653083801,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.5,3.4,998.0,2008-02-01,2013-05-01,2015-01-16,277.0,22
596,10201,22848,67362,1329328,9.72700653076,43.7670501709,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,7,3.0,3.5,1382.0,2012-01-01,-1,2012-03-01,99.0,11
597,10201,21420,45732,55328,14.6580764771,46.8028503418,-1.0,-1.0,-1.0,4.4,4.5,4.6,4.0,8,4.0,3.9,1278.0,2006-10-01,2016-07-01,2009-01-12,113.0,70
598,10201,21420,45732,55328,14.6558364868,46.8223968506,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,8,3.5,3.7,858.0,2002-04-01,2013-11-01,2012-08-16,120.0,156
599,10201,21318,66950,167336,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,7,4.0,3.6,1960.0,2014-03-01,1753-01-01,2014-04-02,132.0,218
600,10201,20808,31312,52000,11.8218421936,42.6317840576,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.4,2065.0,2013-01-01,2015-09-01,2009-11-25,144.0,94
602,10201,21420,31621,50544,25.240329361,84.2175163269,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1098.0,2007-05-01,2013-10-01,2015-01-19,202.0,4
603,10201,22950,34608,154232,15.5422462463,60.1167297363,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,637.0,2013-09-01,2016-01-01,2015-01-19,19.0,16
604,10201,22542,86417,-1,26.4040843964,101.804768372,-1.0,-1.0,6.3,-1.0,-1.0,-1.0,5.0,4,4.5,3.7,1341.0,1996-06-01,2015-11-01,2015-01-20,424.0,48
606,10201,22848,67362,1329328,9.72574310303,43.7629333496,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,7,3.0,3.3,2610.0,2010-10-01,-1,2011-01-04,150.0,250
608,10201,22032,155427,-1,25.9746133804,109.034328461,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,7,3.0,3.4,1188.0,2007-02-01,2015-05-01,2015-01-21,209.0,60
609,10201,22032,108665,1277536,14.5710067749,60.162979126,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.4,2010.0,2012-03-29,-1,2012-04-05,140.0,78
611,10201,20604,31106,43576,6.24929008484,24.2910797119,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,0.5,2.6,798.0,2008-01-01,2015-11-01,2015-01-22,61.0,32
612,10201,20604,31106,43576,6.25139694214,24.2899688721,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,3298.0,2008-01-01,-1,2015-01-22,133.0,134
613,10201,22032,144921,1327248,21.6971735001,83.9450668335,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.2,1030.0,2012-12-01,-1,2015-01-22,65.0,69
614,10201,22644,33784,162240,24.5510879517,83.0655334473,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,7,3.5,3.7,5173.0,2014-04-20,-1,2015-01-22,176.0,345
615,10201,22644,33784,162240,24.5448318481,83.0639770508,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,6,3.5,3.8,7240.0,2014-07-01,2014-10-01,2015-01-22,297.0,374
616,10201,22746,87859,1410864,6.78332862854,33.9903739929,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.4,616.0,2011-01-01,-1,2015-01-22,134.0,56
617,10201,20604,31106,43576,6.25105323792,24.2902694702,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.0,1019.0,2008-04-01,2010-01-01,2015-01-23,84.0,46
618,10201,21420,31621,50544,25.248059845,84.2265579224,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1464.0,2013-01-01,2014-06-01,2015-01-23,54.0,81
619,10201,20808,31312,52000,11.8228363037,42.6301605225,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,7,3.5,3.5,2516.0,1999-01-01,2015-01-01,2015-01-23,272.0,91
620,10201,20604,31106,43576,6.24814109802,24.2941421509,-1.0,-1.0,2.3,-1.0,-1.0,-1.0,3.0,4,2.0,3.3,2491.0,2000-01-01,2010-01-01,2015-01-23,110.0,80
621,10201,20604,31106,43576,6.25117454529,24.2903503418,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.5,3871.0,2013-10-01,2014-10-01,2015-01-23,78.0,254
622,10201,22032,92288,1182792,18.5673683167,72.5390304565,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,0.5,3.8,570.0,2013-11-01,2015-06-01,2015-01-24,18.0,8
623,10201,22032,144921,1327248,21.7027544022,83.935987854,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.6,706.0,2015-06-01,2015-10-01,2015-01-24,122.0,0
624,10201,22134,59534,1456520,25.480619812,93.8163208008,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,6,5.0,3.7,11405.0,1992-01-01,2014-01-01,2015-12-23,666.0,1523
627,10201,22134,33269,474240,9.10868968964,35.4106910706,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.5,302.0,2014-04-01,1753-01-01,2015-01-26,62.0,4
628,10201,22746,34196,47320,4.63116264343,22.6509841919,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.0,1840.0,2013-09-01,2013-12-01,2015-01-26,182.0,154
629,10201,23256,201674,1409512,37.7403839111,95.951385498,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,8,3.0,3.1,484.0,2013-04-01,1753-01-01,2015-01-26,94.0,2
630,10201,22134,59534,475800,25.4812713623,93.8243713379,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.5,3.4,776.0,1997-09-01,2010-03-01,2015-01-26,135.0,22
631,10201,21624,42333,-1,3.43131561279,10.8673728943,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4,4.0,3.4,868.0,2012-04-01,1753-01-01,2015-01-26,166.0,75
633,10201,22134,59534,475800,25.4854400635,93.8236755371,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,8,4.5,3.9,3082.0,2016-06-01,-1,2015-01-27,281.0,40
634,10201,21420,31621,50544,25.2457901001,84.2198982239,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,3.0,3.9,1013.0,2015-01-01,1753-01-01,2015-01-27,51.0,53
635,10201,22746,53869,86008,6.8822353363,34.1005966187,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.4,754.0,2011-09-01,-1,2015-01-28,91.0,22
636,10201,21420,31621,50544,25.2563564301,84.2263656616,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,2047.0,2011-04-01,2015-01-01,2015-01-28,184.0,0
637,10201,21420,31621,50544,25.247587204,84.2203521729,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.8,2509.0,2006-07-01,2016-11-01,2015-01-28,136.0,125
638,10201,23256,45423,118664,4.06443824768,10.9862693787,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4,4.0,3.3,834.0,2013-03-01,-1,2015-01-28,123.0,101
640,10504,1145664,105575,126880,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4,4.5,3.6,243.0,1999-12-01,2011-01-01,2016-02-23,369.0,27
641,10201,21420,86726,120224,7.35882720947,23.6112030029,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.5,3.4,589.0,1970-03-01,2009-03-01,2015-01-28,145.0,45
644,10201,21318,88477,1342328,31.2482379913,102.291606903,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4,4.0,3.6,2987.0,2013-08-01,1753-01-01,2015-01-28,285.0,241
645,10201,22032,32857,1186328,26.9761476517,110.090286255,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,1856.0,2013-05-01,-1,2015-01-29,160.0,125
646,10201,21930,154500,1459744,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,8,4.0,3.5,147.0,2014-03-01,1753-01-01,2015-01-29,70.0,7
647,10201,20808,31312,52000,11.825655365,42.6342468262,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,8,3.5,2.8,2250.0,2013-07-01,1753-01-01,2015-01-29,178.0,621
648,10201,20808,31312,52000,11.8231765747,42.6306640625,-1.0,-1.0,0.8,-1.0,-1.0,-1.0,4.0,8,3.0,3.4,2446.0,2014-01-01,2015-01-01,2015-01-29,63.0,237
649,10201,20808,31312,52000,11.8247276306,42.6309448242,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,8,3.0,3.5,3606.0,2011-04-01,2015-12-01,2015-01-29,56.0,347
650,10201,20808,31312,154752,11.8169845581,42.610736084,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.5,3.5,805.0,2008-10-01,2014-12-01,2015-01-29,84.0,36
651,10201,20502,31003,135200,4.01170272827,11.6414657593,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,7,4.0,3.3,1302.0,2008-10-01,2009-02-01,2015-12-17,163.0,127
656,10201,23154,43672,157144,14.6483032227,40.7101654053,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,8,5.0,3.7,1889.0,2002-04-01,2014-05-01,2015-02-02,218.0,239
658,10201,23256,45423,118664,4.06684494019,10.9864929199,-1.0,-1.0,3.3,-1.0,-1.0,-1.0,5.0,4,4.0,3.2,893.0,2008-01-01,-1,2015-02-02,109.0,79
659,10201,22542,52118,1475344,16.9268909454,67.8121170044,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.6,984.0,2013-01-01,-1,2015-02-03,251.0,90
660,10201,21930,823176,478608,6.60287399292,23.8009643555,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,7,4.5,3.5,1535.0,2011-05-01,1753-01-01,2016-05-03,252.0,108
661,10201,22644,86932,-1,11.7381225586,41.9110717773,1.6,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,7,4.5,3.6,5338.0,2001-01-01,2010-08-01,2004-03-24,301.0,586
663,10201,20604,31106,43576,6.25245475769,24.2935379028,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.2,1763.0,2013-08-01,-1,2015-02-04,49.0,47
664,10201,21930,86211,1284296,21.9554998398,83.8720558167,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.4,2270.0,2011-01-01,2012-05-01,2015-02-04,194.0,148
665,10201,21930,86211,1284296,21.9633811951,83.877230835,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,5,3.0,3.5,1309.0,2012-08-01,2015-11-25,2015-02-04,73.0,59
666,10201,22746,34196,156208,4.6331199646,22.683013916,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.3,1738.0,2013-10-01,-1,2015-02-05,160.0,102
667,10201,22746,34196,156208,4.62555274963,22.7081253052,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.3,404.0,2012-04-01,-1,2015-02-05,55.0,36
668,10201,22542,52118,1475344,16.9180950165,67.8175918579,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.0,973.0,2013-10-01,-1,2015-02-05,96.0,59
669,10201,22746,34196,80184,4.6266834259,22.6810455322,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.0,3.6,979.0,2013-01-01,-1,2015-02-05,168.0,40
670,10201,22746,34196,80184,4.62376937866,22.6834701538,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.6,1158.0,2013-07-01,2016-02-01,2015-02-05,134.0,45
671,10201,22746,34196,156208,4.61701774597,22.7051895142,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.5,3.7,677.0,2012-04-01,-1,2015-02-05,138.0,15
672,10201,22746,34196,80184,4.62525558472,22.6760101318,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.0,3.5,1316.0,2011-09-01,1753-01-01,2015-02-05,168.0,37
673,10201,21114,70761,-1,28.7878604889,85.4480117798,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4,4.5,3.2,2130.0,2003-08-01,2015-12-01,2015-02-05,204.0,64
674,14342,1160352,106811,121056,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,4,1.5,3.6,452.0,2012-01-01,1753-01-01,2015-04-14,34.0,114
675,10201,20604,31106,144040,6.25326957703,24.293421936,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1494.0,2010-05-01,2015-03-01,2015-02-05,70.0,20
677,10201,22848,67362,1329328,9.72671661377,43.765335083,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.3,1466.0,2013-07-01,1753-01-01,2015-02-05,84.0,53
678,10201,20706,31209,48256,11.7457958221,35.1635627747,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.2,918.0,2013-12-01,-1,2015-02-06,70.0,46
679,10201,20706,31209,48256,11.7465431213,35.1590858459,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.7,1274.0,2013-11-01,-1,2015-02-06,78.0,14
680,10201,21420,31621,50544,25.2438488007,84.2244644165,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,2,2.0,3.4,1008.0,2014-08-01,2014-11-01,2015-02-06,65.0,22
681,10201,21624,31930,114712,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,7,3.0,3.5,189.0,2011-09-01,2014-12-01,2015-02-06,105.0,13
682,10201,22746,34196,156208,4.63312301636,22.6871810913,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.6,1721.0,2014-06-01,2015-06-01,2015-02-06,60.0,143
683,10201,20706,31209,48256,11.7422103882,35.1543411255,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.4,1239.0,2014-01-01,-1,2015-02-06,86.0,25
684,10201,22032,79310,-1,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.3,446.0,2013-03-01,-1,2015-02-08,72.0,73
685,10201,22032,435175,-1,14.0538930893,60.62134552,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,5,3.0,3.2,765.0,2011-03-01,2015-06-01,2015-02-08,105.0,70
686,10201,22032,435175,-1,14.0631446838,60.6154632568,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.5,3.3,273.0,1999-01-01,2011-01-01,2009-11-19,150.0,9
687,10504,20400,67877,110448,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4,5.5,3.6,163.0,2009-01-01,2010-01-01,2011-06-16,570.0,26
688,10201,21420,31621,50544,25.2440704346,84.2243309021,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,2.6,1166.0,2012-05-01,2014-01-01,2015-02-09,204.0,0
689,10201,20706,31209,48256,11.7399204254,35.1591911316,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.5,3.8,980.0,2014-01-01,-1,2015-02-09,13.0,53
690,10201,21420,1089019,-1,10.6756896973,35.6598243713,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4,5.0,3.5,1768.0,2013-09-01,-1,2015-02-09,183.0,218
691,10201,21318,136269,-1,10.360326004,33.2691078186,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.5,3.7,501.0,2013-07-01,-1,2015-02-10,125.0,13
692,10201,21318,136269,-1,10.3586185455,33.2685676575,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.5,3.5,770.0,2012-07-01,1753-01-01,2015-02-10,104.0,42
